AccessionID	NumChromosomal	NumPlasmid	NumExtraChromosomal	Length_DNA	NumProteins	GC	SequenceType	Phylogroup	Serotype	Remarks
GCF_008727135.1	1	4	0	5764004	5106	50.43	ST11	E	O157:H7	Keep
GCF_008727155.1	1	2	0	5737987	5120	50.50	ST11	E	O157:H7	Keep
GCF_008727175.1	1	2	0	5697128	5105	50.45	ST11	E	O157:H7	Keep
GCF_008727195.1	1	2	0	5691532	5136	50.47	ST11	E	O157:H7	Keep
GCF_008761455.2	1	1	0	5363526	4913	50.90	ST2217	B1	O45:H16	Keep
GCF_008761475.2	1	2	0	5380411	4899	50.92	ST2217	B1	O45:H16	Keep
GCF_008761495.2	1	1	0	5485427	5000	50.86	ST2217	B1	O45:H16	Keep
GCF_008761515.1	1	0	0	5096264	4699	50.80	ST223	B1	O113:H21	Keep
GCF_008761535.2	1	2	0	5572038	5064	50.68	ST17	B1	O45:H2	Keep
GCF_008807135.1	1	5	0	5137627	4578	50.67	ST10	A	O5:H32	Keep
GCF_008807155.1	1	4	0	5070189	4560	50.70	ST761	A	O5:H32	Keep
GCF_008807295.1	1	3	0	4873760	4364	50.66	ST761	A	O5:H32	Keep
GCF_008807655.1	1	0	0	5260440	4819	50.64	ST38	D	Unk:H30	GCF_008807655.1 has been dropped because has ANI=99.9919 to GCF_005886035.1
GCF_008823185.1	1	4	0	4789129	4315	50.80	ST1695	A	O101:H10	Keep
GCF_008824125.1	1	0	0	4658503	4169	50.79	ST10	A	O16:H48	GCF_008824125.1 has been dropped because has ANI=99.9959 to GCF_000005845.2
GCF_008925965.1	1	1	0	5596785	5053	50.48	ST11	E	O157:H7	Keep
GCF_008926085.1	1	1	0	5504500	4901	50.47	ST11	E	O157:H7	Keep
GCF_008926105.1	1	1	0	5488364	4938	50.53	ST11	E	O157:H7	Keep
GCF_008926125.1	1	1	0	5638235	5098	50.45	ST11	E	O157:H7	Keep
GCF_008926145.1	1	3	0	5663907	5147	50.50	ST11	E	O157:H7	Keep
GCF_008926165.1	1	1	0	5610215	5051	50.45	ST11	E	O157:H7	Keep
GCF_008926185.1	1	1	0	5644710	5065	50.45	ST11	E	O157:H7	Keep
GCF_008926305.1	1	2	0	5486349	4959	50.44	ST11	E	O157:H7	GCF_008926305.1 has been dropped because has ANI=99.99 to GCF_008926145.1
GCF_008931135.1	1	2	0	5727332	5095	50.47	ST11	E	O157:H7	Keep
GCF_008931185.1	1	2	0	5581536	5041	50.46	ST11	E	O157:H7	Keep
GCF_008931725.1	1	0	0	4640975	4195	50.80	ST10	A	O16:H48	Keep
GCF_008931745.1	1	0	0	4635862	4189	50.80	ST10	A	O16:H48	Keep
GCF_008931765.1	1	0	0	4634116	4187	50.80	ST10	A	O16:H48	GCF_008931765.1 has been dropped because has ANI=99.993 to GCF_001566335.1
GCF_008931865.1	1	0	0	4639229	4193	50.80	ST10	A	O16:H48	GCF_008931865.1 has been dropped because has ANI=99.9921 to GCF_001566335.1
GCF_008949495.1	1	5	0	5540143	4966	50.22	ST354	F	O153:H34	Keep
GCF_009176965.1	1	6	0	5016101	4555	50.79	ST542	A	O184:H40	GCF_009176965.1 has been dropped because has ANI=99.9967 to GCF_014169695.1
GCF_009363035.1	1	9	0	5119027	4610	50.61	ST10	A	O8:H17	Keep
GCF_009395265.1	1	0	0	4762639	4102	50.62	ST10	A	O16:H48	Keep
GCF_009431955.1	1	1	0	5635513	5071	50.53	ST11	E	O157:H7	Keep
GCF_009432215.1	1	1	0	5591793	5034	50.53	ST11	E	O157:H7	Keep
GCF_009432415.1	1	1	0	5494884	4919	50.50	ST11	E	O157:H7	Keep
GCF_009432635.1	1	1	0	5474637	4890	50.47	ST11	E	O157:H7	Keep
GCF_009432795.1	1	0	0	5396363	4878	50.55	ST11	E	O157:H7	Keep
GCF_009432915.1	1	1	0	5556552	4974	50.51	ST11	E	O157:H7	Keep
GCF_009433135.1	1	1	0	5542442	5012	50.51	ST11	E	O157:H7	Keep
GCF_009577985.1	1	6	0	5335523	4927	50.82	ST131	B2	O25:H4	Keep
GCF_009618015.1	1	3	0	4909393	4434	50.54	ST4577	B1	O8:H8	Keep
GCF_009627495.1	1	1	0	5428573	4863	50.46	ST11	E	O157:H7	GCF_009627495.1 has been dropped because has ANI=99.995 to GCF_017357545.1
GCF_009648495.1	1	1	0	4762275	4263	50.80	ST1060	A	O16:H48	Keep
GCF_009650035.1	1	3	0	5774445	5214	50.65	ST29	B1	O26:H11	Keep
GCF_009650175.1	1	2	0	5438085	4903	50.50	ST11	E	O157:H7	Keep
GCF_009663855.1	1	0	0	4528123	4060	50.80	ST93	A	O7:H-	GCF_009663855.1 has been dropped because has ANI=99.9918 to GCF_000022665.1
GCF_009664185.1	1	0	0	4789695	4329	50.86	ST1079	B1	O6:H49	Keep
GCF_009664205.1	1	0	0	4753097	4305	50.85	ST1079*	B1	O6:H49	Keep
GCF_009664305.1	1	1	0	5578015	5032	50.45	ST11	E	O157:H7	Keep
GCF_009664455.1	1	1	0	5647778	5056	50.48	ST11	E	O157:H7	Keep
GCF_009671045.1	1	2	0	4966215	4409	50.74	ST641	B1	O-:H10	Keep
GCF_009671085.1	1	2	0	4866996	4376	50.70	ST761	A	O5:H32	Keep
GCF_009671105.1	1	2	0	5024825	4528	50.66	ST8165	A	O173:H4	Keep
GCF_009671125.1	1	2	0	4969394	4429	50.52	ST7131	A	O96:H48	Keep
GCF_009720465.1	1	5	0	5201916	4665	50.65	ST167	A	O101:H9	Keep
GCF_009720605.1	1	2	0	5059444	4646	50.74	ST5415	B1	O178:H7	Keep
GCF_009728565.1	1	1	0	5251120	4742	50.83	ST446	B1	O22:H8	Keep
GCF_009738145.1	1	3	0	5034814	4471	50.64	ST206	A	O-:H38	Keep
GCF_009738455.1	1	1	0	5609319	5073	50.43	ST11	E	O157:H7	Keep
GCF_009761715.1	1	2	0	4994342	4483	50.66	ST410	C	O-:H9	Keep
GCF_009762385.1	1	1	0	4642465	4010	50.70	ST48	A	O113:H16	Keep
GCF_009832885.1	1	1	0	4668489	4187	50.79	ST1060	A	O16:H48	Keep
GCF_009832985.1	1	0	0	4530564	4060	50.80	ST93	A	O7:H-	Keep
GCF_009866925.2	1	3	0	5000462	4524	50.85	ST10	A	Unk:H9	Keep
GCF_009866945.2	1	3	0	5543531	4866	50.54	ST167	A	Unk:H9	Keep
GCF_009867035.2	1	4	0	5238908	4699	50.83	ST58	B1	Unk:H12	Keep
GCF_009873375.1	1	0	0	4820620	4162	50.59	ST10	A	O-:H-	Keep
GCF_009905115.1	1	4	0	4868589	4341	50.90	ST4977	A	O188:H26	Keep
GCF_009905135.1	1	6	0	5240704	4789	50.55	ST156	B1	O-:H28	Keep
GCF_009905355.1	1	0	0	4694065	4248	50.68	ST10	A	Unk:H48	Keep
GCF_009909465.1	1	3	0	5077652	4590	50.44	ST2325	A	O10:H25	Keep
GCF_009909485.1	1	2	0	5160950	4719	50.60	ST3714	B1	Unk:H21	GCF_009909485.1 has been dropped because has ANI=99.9951 to GCF_009913415.1
GCF_009909505.1	1	2	0	4897780	4360	50.79	ST7511	A	Unk:H30	Keep
GCF_009913415.1	1	3	0	5168283	4724	50.59	ST3714	B1	Unk:H21	Keep
GCF_009914295.1	1	3	0	5047444	4559	50.56	ST2705	A	O-:H10	Keep
GCF_009931235.1	1	4	0	5661009	5087	50.46	ST11	E	O157:H7	Keep
GCF_009931435.1	1	1	0	5271130	4729	50.39	ST3042	cladeI	O153:H51	Keep
GCF_009948655.1	1	4	0	5243006	4911	50.71	ST4038	B1	O93:H28	Keep
GCF_009949145.1	1	5	0	5169747	4777	50.68	ST446	B1	O22:H8	Keep
GCF_009949705.1	1	2	0	4857389	4470	50.82	ST993	A	O100:H30	Keep
GCF_009950125.1	1	3	0	5178114	4607	50.77	ST3630	A	O159:H-	Keep
GCF_009950475.1	1	1	0	5170049	4779	50.73	ST1611	B1	O100:H19	Keep
GCF_009950805.1	1	1	0	5326462	4969	50.70	ST1611	B1	O100:H19	Keep
GCF_009951245.1	1	1	0	5179566	4782	50.70	ST1611	B1	O100:H19	Keep
GCF_009951745.1	1	1	0	5005965	4636	50.74	ST155	B1	O-:H21	Keep
GCF_009952125.1	1	1	0	5027267	4678	50.73	ST162	B1	Unk:H19	Keep
GCF_010092405.1	1	3	0	5107918	4588	50.72	ST156	B1	O-:H25	Keep
GCF_010092965.1	1	0	0	5195374	4647	50.41	ST648	F	O154:H51	Keep
GCF_010365325.1	1	5	0	5375875	4865	50.49	ST73	B2	O6:H1	Keep
GCF_010365345.1	1	11	0	5173218	4591	50.74	ST1284	A	O101:H21	Keep
GCF_010365365.1	1	3	0	4835250	4311	50.78	ST940	B1	O-:H4	GCF_010365365.1 has been dropped because has ANI=99.9942 to GCF_010365405.1
GCF_010365385.1	1	6	0	5350019	4896	50.60	ST648	F	O153:H6	Keep
GCF_010365405.1	1	3	0	4835592	4312	50.78	ST940	B1	O-:H4	Keep
GCF_010365425.1	1	6	0	5126529	4630	50.77	ST656	A	O-:H45	Keep
GCF_010365465.1	1	4	0	4910586	4399	50.59	ST410	C	O8:H9	Keep
GCF_010365485.1	1	7	0	5234237	4786	50.81	ST205	B1	O100:H12	Keep
GCF_010365505.1	1	4	0	4995341	4435	50.68	ST167	A	O101:H9	Keep
GCF_010365525.1	1	3	0	5030497	4495	50.79	ST167	A	O101:H5	Keep
GCF_010365545.1	1	2	0	4827947	4317	50.64	ST410	C	O8:H9	Keep
GCF_010509415.1	1	1	0	4755096	4310	50.75	ST10	A	O-:H48	GCF_010509415.1 has been dropped because has ANI=99.9908 to GCF_000005845.2
GCF_010668985.1	1	0	0	4769521	4319	50.44	ST8527	B2	O25:H31	Keep
GCF_010669005.1	1	0	0	4703889	4302	50.74	ST8827	B1	O170:H28	Keep
GCF_010669025.1	1	0	0	4945561	4460	50.56	ST8525	E	O83:H39	Keep
GCF_010706435.1	1	1	0	5164286	4655	50.52	ST12	B2	O4:H5	Keep
GCF_010724935.1	1	0	0	4812157	4353	50.81	ST10605	B2	O16:H5	Keep
GCF_010725305.1	1	0	0	5237933	4756	50.84	ST131	B2	O25:H4	Keep
GCF_011022275.1	1	0	0	5151952	4685	50.64	ST315	D	O86:H30	Keep
GCF_011044355.1	1	5	0	5260133	4862	50.28	ST429	B2	O83:H4	Keep
GCF_011045215.1	1	2	0	5581923	5018	50.28	ST8826	E	O81:H51	Keep
GCF_011045235.1	1	0	0	4866137	4450	50.57	ST8532	D	Unk:H31	Keep
GCF_011045255.1	1	0	0	5268889	4713	50.59	ST405	D	O102:H6	Keep
GCF_011045275.1	1	0	0	5166228	4610	50.58	ST405	D	O102:H6	Keep
GCF_011045295.1	1	0	0	5162306	4488	50.59	ST405	D	O102:H6	Keep
GCF_011045475.1	1	3	0	5159926	4495	50.72	ST167	A	O101:H9	Keep
GCF_011045875.1	1	5	0	4792435	4240	50.92	ST10170	A	O5:H32	Keep
GCF_011045895.1	1	5	0	4789677	4236	50.90	ST10170	A	O5:H32	GCF_011045895.1 has been dropped because has ANI=99.9929 to GCF_011045875.1
GCF_011064575.1	1	0	0	4707626	4267	50.83	ST708	B1	O8:H19	Keep
GCF_011067085.1	1	4	0	5272959	4724	50.68	ST156	B1	O-:H25	Keep
GCF_011330935.2	1	2	0	5546852	5087	50.73	ST131	B2	O25:H4	Keep
GCF_011331065.1	1	4	0	4920692	4400	50.79	ST10	A	O101:H10	Keep
GCF_011331215.2	1	0	0	5255749	4840	50.67	ST131	B2	O25:H4	Keep
GCF_011383085.1	1	1	0	4859091	4293	50.86	ST58	B1	O126:H20	Keep
GCF_011403355.1	1	0	0	4869407	4442	50.80	ST201	B1	O153:H19	Keep
GCF_011404215.1	1	0	0	4615626	4113	50.90	ST206	A	O-:H5	Keep
GCF_011404355.1	1	0	0	4711570	4214	50.84	ST206	A	Unk:H5	Keep
GCF_011404475.1	1	0	0	4753810	4313	50.81	ST189	A	O80:H34	Keep
GCF_011404595.1	1	0	0	4701941	4191	50.73	ST165	A	O154:H16	Keep
GCF_011404755.1	1	0	0	4557772	4074	50.94	ST206*	A	O96:H5	Keep
GCF_011404895.1	1	1	0	4622391	4066	50.89	ST10	A	O1:H32	Keep
GCF_011492885.1	1	3	0	5025884	4505	50.60	ST7366	A	O184:H30	Keep
GCF_011492925.1	1	0	0	4934027	4449	50.74	ST58	B1	O153:H25	Keep
GCF_011492985.1	1	3	0	5035953	4490	50.63	ST48	A	O-:H20	Keep
GCF_011691525.1	1	1	0	4793022	4306	50.76	ST761	A	O5:H32	GCF_011691525.1 has been dropped because has ANI=99.994 to GCF_008807155.1
GCF_011769865.1	1	2	0	4985581	4450	50.76	ST167	A	O101:H21	Keep
GCF_011996085.1	1	6	0	6068178	5467	50.47	ST29	B1	O4:H11	Keep
GCF_012044775.1	1	1	0	4853022	4423	50.69	ST8535	B1	O-:H8	Keep
GCF_012149945.1	1	9	0	5246320	4835	50.56	ST1193	B2	O75:H5	Keep
GCF_012221365.1	1	2	0	5142316	4326	50.82	ST270	B1	O136:H7	Keep
GCF_012221565.1	1	2	0	5141082	4322	50.82	ST270	B1	O136:H7	GCF_012221565.1 has been dropped because has ANI=99.9949 to GCF_012221365.1
GCF_012278675.1	1	3	0	4770380	4268	50.77	ST761	A	O5:H32	GCF_012278675.1 has been dropped because has ANI=99.993 to GCF_008807295.1
GCF_012516455.1	1	2	0	5214762	4727	50.67	ST533	B1	O45:H14	Keep
GCF_012537835.1	1	4	0	5092344	4586	50.57	ST93	A	O5:H4	Keep
GCF_012934435.1	1	0	0	4863332	4392	50.59	ST973	D	O11:H15	Keep
GCF_012934455.1	1	5	0	5367348	4866	50.43	ST394	D	Unk:H18	Keep
GCF_012934475.1	1	2	0	5239110	4818	50.59	ST95	B2	O1:H7	Keep
GCF_012934495.1	1	1	0	5144298	4604	50.72	ST963	D	O-:H18	Keep
GCF_012934515.1	1	5	0	5079785	4567	50.70	ST491	B2	O33:H6	Keep
GCF_012934535.1	1	1	0	5198425	4618	50.53	ST73	B2	O6:H1	Keep
GCF_012934555.1	1	5	0	5167467	4694	50.76	ST95	B2	Unk:H4	Keep
GCF_012934575.1	1	2	0	4702137	4227	50.66	ST10	A	O101:H4	Keep
GCF_012934615.1	1	2	0	5260004	4838	50.63	ST95	B2	O1:H7	Keep
GCF_012934635.1	1	4	0	4954354	4451	50.57	ST357	B2	Unk:H4	Keep
GCF_012934655.2	1	4	0	5274983	4836	50.76	ST144	B2	O16:H6	Keep
GCF_012934675.1	1	1	0	4874580	4368	50.87	ST54	B1	O104:H2	Keep
GCF_012934695.1	1	1	0	5060858	4561	50.61	ST967	F	O36:H42	Keep
GCF_012934715.1	1	3	0	5264512	4717	50.82	ST69	D	O25:H18	Keep
GCF_012934765.1	1	3	0	5514160	4967	50.49	ST14	B2	Unk:H5	Keep
GCF_012934785.1	1	4	0	5236765	4685	50.57	ST998	B2	Unk:H6	Keep
GCF_012935215.1	1	6	0	5497021	4990	50.44	ST453	B1	O23:H16	Keep
GCF_012974525.1	1	4	0	5066017	4616	50.62	ST156	B1	O51:H28	Keep
GCF_012974565.1	1	0	0	5357129	4783	50.46	ST1262	B2	Unk:H1	GCF_012974565.1 has been dropped because has ANI=100 to GCF_017815815.1
GCF_012974805.1	1	1	0	5129124	4556	50.49	ST73	B2	O6:H1	GCF_012974805.1 has been dropped because has ANI=99.9914 to GCF_017357505.1
GCF_013004045.1	1	3	0	5539080	4916	50.31	ST127	B2	O6:H31	Keep
GCF_013084945.1	1	2	0	5270261	4725	50.54	ST95	B2	O1:H7	Keep
GCF_013085025.1	1	3	0	5304260	4732	50.79	ST69	D	Unk:H18	Keep
GCF_013085185.1	1	10	0	5507015	4980	50.76	ST3695	B1	O113:H21	Keep
GCF_013085205.1	1	1	0	4787332	4302	50.64	ST420	B2	Unk:H31	Keep
GCF_013085865.1	1	2	0	5202081	4558	50.77	ST58	B1	O8:H25	Keep
GCF_013085905.2	1	5	0	5349412	4886	50.49	ST1193	B2	O75:H5	Keep
GCF_013112335.1	1	0	0	4706754	4262	50.63	ST10654	E	O152:H31	Keep
GCF_013122565.1	1	0	0	4821968	4334	50.51	ST9286	B1	O3:H38	Keep
GCF_013166855.1	1	1	0	4483866	4027	50.80	ST93	A	O7:H-	GCF_013166855.1 has been dropped because has ANI=99.9934 to GCF_013166895.1
GCF_013166875.1	1	0	0	4478566	4018	50.81	ST93	A	O7:H-	GCF_013166875.1 has been dropped because has ANI=99.9943 to GCF_013166895.1
GCF_013166895.1	1	1	0	4486677	4025	50.80	ST93	A	O7:H-	Keep
GCF_013166935.1	1	0	0	4476291	4019	50.81	ST93	A	O7:H-	GCF_013166935.1 has been dropped because has ANI=99.9935 to GCF_013166895.1
GCF_013166955.1	1	0	0	4560909	4101	50.83	ST93	A	O7:H-	Keep
GCF_013166975.1	1	0	0	4529413	4067	50.80	ST93	A	O7:H-	Keep
GCF_013166995.1	1	0	0	4628041	4125	50.81	ST10	A	O16:H48	Keep
GCF_013167015.1	1	0	0	4560251	4103	50.83	ST93	A	O7:H-	GCF_013167015.1 has been dropped because has ANI=99.9989 to GCF_013166955.1
GCF_013167035.1	1	0	0	4667764	4073	50.77	ST1060	A	O16:H48	Keep
GCF_013167055.1	1	1	0	4758579	4253	50.75	ST10	A	O16:H48	Keep
GCF_013167075.1	1	1	0	4827455	4285	50.74	ST1060	A	O16:H48	Keep
GCF_013167135.1	1	1	0	5606180	5044	50.50	ST11	E	O157:H7	Keep
GCF_013167155.1	1	2	0	5649520	5086	50.54	ST11	E	O157:H7	Keep
GCF_013167175.1	1	2	0	5652450	5083	50.44	ST11	E	O157:H7	Keep
GCF_013167195.1	1	1	0	5688743	5141	50.56	ST11	E	O157:H7	Keep
GCF_013167235.1	1	2	0	5597666	5052	50.51	ST11	E	O157:H7	Keep
GCF_013167255.1	1	4	0	5367819	4847	50.46	ST335	E	O55:H7	Keep
GCF_013167275.1	1	1	0	5641052	5083	50.52	ST5560	E	O157:H7	Keep
GCF_013167295.1	1	2	0	5777936	5215	50.42	ST11	E	O157:H7	Keep
GCF_013167315.1	1	3	0	5630167	5080	50.45	ST11	E	O157:H7	Keep
GCF_013167335.1	1	3	0	5736880	5124	50.47	ST11	E	O157:H7	Keep
GCF_013167355.1	1	2	0	5560677	5014	50.47	ST11	E	O157:H7	Keep
GCF_013167375.1	1	2	0	5538109	4919	50.40	ST11	E	O157:H7	Keep
GCF_013167395.1	1	1	0	5547743	4960	50.54	ST11	E	O157:H7	Keep
GCF_013167415.1	1	2	0	5751117	5184	50.50	ST11	E	O157:H7	GCF_013167415.1 has been dropped because has ANI=100 to GCF_013167435.1
GCF_013167435.1	1	3	0	5757794	5192	50.50	ST11	E	O157:H7	Keep
GCF_013167455.1	1	4	0	5802177	5279	50.55	ST11	E	O157:H7	Keep
GCF_013167475.1	1	2	0	5658182	5135	50.44	ST11	E	O157:H7	Keep
GCF_013167495.1	1	2	0	5669067	5139	50.39	ST11	E	O157:H7	Keep
GCF_013167515.1	1	2	0	5626776	5093	50.36	ST11	E	O157:H7	Keep
GCF_013167535.1	1	1	0	5588988	5077	50.49	ST11	E	O157:H7	GCF_013167535.1 has been dropped because has ANI=99.9929 to GCF_000008865.2
GCF_013167555.1	1	1	0	5501393	4884	50.47	ST11	E	O157:H7	GCF_013167555.1 has been dropped because has ANI=99.9935 to GCF_013167375.1
GCF_013167575.1	1	2	0	5745266	5167	50.48	ST11	E	O157:H7	GCF_013167575.1 has been dropped because has ANI=99.9981 to GCF_016458925.1
GCF_013167595.1	1	1	0	5492338	4967	50.46	ST11	E	O157:H7	Keep
GCF_013167615.1	1	1	0	5662137	5129	50.48	ST11	E	O157:H7	Keep
GCF_013167635.1	1	1	0	5570283	5055	50.44	ST11	E	O157:H7	Keep
GCF_013167655.1	1	1	0	5618714	5069	50.51	ST11	E	O157:H7	Keep
GCF_013167675.1	1	2	0	5641889	5088	50.46	ST11	E	O157:H7	Keep
GCF_013167695.1	1	2	0	5557033	5039	50.36	ST11	E	O157:H7	Keep
GCF_013167715.1	1	2	0	5615318	5036	50.45	ST11	E	O157:H7	Keep
GCF_013167735.1	1	2	0	5648903	5094	50.40	ST11	E	O157:H7	Keep
GCF_013167755.1	1	2	0	5626460	5079	50.49	ST11	E	O157:H7	Keep
GCF_013167775.1	1	1	0	5685865	5128	50.51	ST11	E	O157:H7	Keep
GCF_013167795.1	1	1	0	5545489	4903	50.51	ST5516	E	O157:H7	Keep
GCF_013167815.1	1	3	0	5723703	5156	50.48	ST11	E	O157:H7	Keep
GCF_013167875.1	1	2	0	5621861	5096	50.35	ST11	E	O157:H7	Keep
GCF_013167935.1	1	2	0	5721525	5169	50.56	ST61	E	O55:H7	Keep
GCF_013167975.1	1	2	0	5259579	4709	50.43	ST335	E	O55:H7	Keep
GCF_013167995.1	1	4	0	5484204	4946	50.46	ST335	E	O55:H7	Keep
GCF_013168015.1	1	3	0	5380215	4868	50.40	ST7444	E	O55:H7	GCF_013168015.1 has been dropped because has ANI=99.993 to GCF_016026195.1
GCF_013168035.1	1	3	0	5466350	4893	50.46	ST11	E	O157:H7	Keep
GCF_013168055.1	1	2	0	5711451	5137	50.49	ST11	E	O157:H7	Keep
GCF_013168075.1	1	2	0	5555348	5020	50.46	ST11	E	O157:H7	GCF_013168075.1 has been dropped because has ANI=99.9955 to GCF_008926145.1
GCF_013168095.1	1	3	0	5594122	5052	50.37	ST11	E	O157:H7	Keep
GCF_013168115.1	1	1	0	5606577	5073	50.47	ST11	E	O157:H7	Keep
GCF_013168135.1	1	1	0	5634620	5028	50.48	ST11	E	O157:H7	Keep
GCF_013168155.1	1	2	0	5658644	5130	50.43	ST11	E	O157:H7	Keep
GCF_013168175.1	1	1	0	5650829	5109	50.48	ST11	E	O157:H7	Keep
GCF_013168195.1	1	1	0	5553597	4965	50.51	ST11	E	O157:H7	Keep
GCF_013168215.1	1	1	0	5592126	5045	50.52	ST11	E	O157:H7	Keep
GCF_013168235.1	1	2	0	5668040	5119	50.51	ST11	E	O157:H7	Keep
GCF_013168255.1	1	2	0	5573700	5025	50.48	ST11	E	O157:H7	Keep
GCF_013201175.1	1	2	0	4935527	4295	50.78	ST48	A	O-:H10	Keep
GCF_013201195.1	1	4	0	5048669	4573	50.64	ST5229	B1	O29:H51	Keep
GCF_013201215.1	1	2	0	4763818	4216	50.93	ST11938	A	O-:H30	Keep
GCF_013201235.1	1	7	0	4989648	4537	50.89	ST34	A	O45:H30	Keep
GCF_013201255.1	1	4	0	5394711	4915	50.73	ST971	B1	O21:H25	Keep
GCF_013201505.1	1	1	0	4847710	4386	50.62	ST1998	C	Unk:H9	Keep
GCF_013201525.1	1	1	0	4959636	4513	50.89	ST48	A	O8:H11	Keep
GCF_013282195.1	1	4	0	5436719	4869	50.45	ST405	D	O102:H6	Keep
GCF_013282275.1	1	3	0	5548921	4989	50.60	ST38	D	O86:H18	Keep
GCF_013282315.1	1	7	0	5564014	4972	50.53	ST1286	A	Unk:H32	Keep
GCF_013282335.1	1	7	0	5331375	4848	50.79	ST69	D	O25:H18	Keep
GCF_013282355.1	1	4	0	5368680	4858	50.44	ST405	D	O102:H6	Keep
GCF_013305705.1	1	0	0	5056572	4606	50.60	ST648	F	O45:H6	Keep
GCF_013315675.1	1	7	0	5088045	4609	50.53	ST550	B2	O75:H5	Keep
GCF_013315695.1	1	9	0	5428728	4918	50.79	ST379	F	O1:H7	Keep
GCF_013315715.1	1	4	0	5370190	4949	50.77	ST657	G	O3:H8	Keep
GCF_013315735.1	1	2	0	5084986	4630	50.59	ST1155	B2	O39:H4	Keep
GCF_013315755.1	1	0	0	4957282	4423	50.73	ST57	E	O27:H18	Keep
GCF_013315975.1	1	0	0	4765874	4349	50.87	ST5974	B1	O59:H23	Keep
GCF_013315995.1	1	1	0	5245988	4644	50.72	ST8125	A	O112ab:H19	Keep
GCF_013317085.1	1	3	0	5146790	4718	50.74	ST101	B1	O188:H31	Keep
GCF_013340785.1	1	6	0	5453908	4913	50.34	ST1011	D	Unk:H45	GCF_013340785.1 has been dropped because has ANI=99.9982 to GCF_013340805.1
GCF_013340805.1	1	7	0	5509516	4989	50.30	ST1011	D	Unk:H45	Keep
GCF_013340825.1	1	6	0	4803721	4415	50.77	ST2040	A	O159:H20	Keep
GCF_013342925.1	1	0	0	4955271	4557	50.50	ST457	F	O3:H25	Keep
GCF_013343595.1	1	2	0	5604725	5063	50.47	ST11	E	O157:H7	Keep
GCF_013343615.1	1	6	0	5610554	5122	50.41	ST335	E	O55:H7	Keep
GCF_013343635.1	1	3	0	5655656	5058	50.42	ST11	E	O157:H7	Keep
GCF_013357345.1	1	4	0	5188554	4771	50.72	ST101	B1	O188:H31	Keep
GCF_013357365.1	1	1	0	5698610	5213	50.70	ST17	B1	O103:H2	Keep
GCF_013371685.1	1	4	0	5215569	4783	50.65	ST602	B1	O78:H21	Keep
GCF_013371725.1	1	2	0	5327130	4791	50.52	ST156	B1	O125ab:H28	Keep
GCF_013371745.1	1	3	0	5081478	4600	50.56	ST1788	A	O15:H40	Keep
GCF_013372305.1	1	4	0	5210779	4790	50.64	ST1193	B2	O75:H5	Keep
GCF_013372325.1	1	4	0	5232916	4808	50.70	ST131	B2	O25:H4	Keep
GCF_013372345.1	1	2	0	4851525	4269	50.94	ST216	A	O127:H4	Keep
GCF_013372365.1	1	2	0	4938634	4453	50.48	ST394	D	Unk:H18	Keep
GCF_013372385.1	1	1	0	5137006	4620	50.51	ST73	B2	O25:H1	Keep
GCF_013372405.1	1	3	0	5131782	4699	50.72	ST2279	B2	O25:H4	Keep
GCF_013372425.1	1	2	0	5280618	4719	50.46	ST73	B2	O6:H1	Keep
GCF_013374235.2	1	4	0	5172829	4633	50.78	ST8453	A	O101:H21	Keep
GCF_013374255.1	1	1	0	4955855	4421	50.56	ST410	C	O-:H9	Keep
GCF_013374275.1	1	3	0	5071931	4509	50.72	ST10	A	O101:H10	Keep
GCF_013374295.2	1	4	0	5138997	4593	50.75	ST8453	A	O101:H21	Keep
GCF_013374315.1	1	1	0	4715546	4258	50.90	ST48	A	O6:H16	Keep
GCF_013374335.1	1	1	0	4967499	4439	50.52	ST410	C	O-:H9	Keep
GCF_013376515.1	1	0	0	4765524	4252	50.71	ST1437	A	O130:H26	Keep
GCF_013376575.1	1	8	0	5322305	4908	50.69	ST7505	B1	O-:H8	Keep
GCF_013376895.1	1	0	0	4875596	4456	50.68	ST11231	B1	Unk:H21	Keep
GCF_013388275.1	1	2	0	5225616	4750	50.80	ST69	D	O15:H18	Keep
GCF_013389615.1	1	3	0	5311109	4817	50.40	ST155	B1	O21:H51	Keep
GCF_013389695.1	1	3	0	5053746	4573	50.54	ST1788	A	O15:H40	GCF_013389695.1 has been dropped because has ANI=99.9974 to GCF_013371745.1
GCF_013390265.1	1	2	0	5288136	4832	50.63	ST550	B2	O75:H5	Keep
GCF_013391825.1	1	2	0	4819811	4298	50.86	ST716	A	O43:H38	Keep
GCF_013393825.1	1	2	0	4823088	4340	50.65	ST3107	A	Unk:H12	Keep
GCF_013394575.1	1	0	0	5140708	4702	50.36	ST537	B2	O75:H5	Keep
GCF_013402855.1	1	2	0	5344123	4813	50.80	ST10	A	O29:H4	Keep
GCF_013402895.1	1	3	0	5292065	4795	50.85	ST69	D	O15:H1	Keep
GCF_013423805.1	1	2	0	5036441	4577	50.57	ST10	A	O16:H48	Keep
GCF_013425935.1	1	1	0	4998487	4526	50.58	ST10	A	O16:H48	GCF_013425935.1 has been dropped because has ANI=99.997 to GCF_013423805.1
GCF_013425955.1	1	5	0	5363300	4899	50.60	ST354	F	O45:H6	Keep
GCF_013426075.1	1	4	0	4972571	4515	50.62	ST410	C	O8:H21	Keep
